sentence,sentiment
flo the dog has had all her hair cut off she s bald,0
tea is lovely accidentally used two bags blocking dog s hole involves lots of brambles,0
are you and fern going to be on together soon i miss your banter,0
sickk in class essay tomorrow last day of school on thurs woooohhh,0
it s snowing in april i ll never get to go out and run around,0
ooohh i envy you right there,0
the same problem i can t believe it,0
no red sox opening game for me conflicts will prevent me from going to the rescheduled game,0
so sorry to hear you did not find your dog yet,0
at the hospital getting my friend put in,0
being ill on the sofa feeling very sorry for myself,0
no you can t it s an autorefresh of i think the past hours only,0
what joe tweeted what is his id i am on the road i cant check,0
is at home today not very well again,0
is not having a good time cases of cluster headaches already this morning fb,0
not going to makke it to boling today got no money,0
just saw a bunch of dead pigeons on the grass i am now a horrid mixture of sadness and disgust,0
i plan on watching the fast and the furious later but now i should really do some work,0
at work and i m tired even though i went to bed early,0
exploring the world of twitter going to town in a bit don t want to,0
ahh i don t know i m not escaping but really i dn t know for me its an undefinable thingie dsn t hv to hv a definition,0
this shit ball didn t come down,0
rickey smiley is okay but i really miss the big phat morning show,0
dreading school today and tomorrow im going to get in sooo much trouble one of the two days,0
my fingers ache they feel like they have arthritis,0
hour just to check if jon had twittered have a major headache fr such disruptive sleep pattern,0
my rattie is still sick has pneumonia n a tumor im really run down n depressed n havin a fibro day,0
i do too and my back is stiff,0
omg its raining,0
not very happy because my laptop decided to delete all my music,0
had a lot of trouble sleeping last night went to bed early and still had to sleep in an extra hour grr,0
yes it is or maybe half of my subscribers left again,0
pissed off and hungry with no where to go and nothing to eat,0
google i love you but i am having the utmost difficulties sorting out my accounts i m sure it s my fault but just letting you know,0
if someone left a phone at my work i wouldn t go through it but its sad you can t hope for the same in everyone hey,0
might go sit on the swing and do some revision later i want to go on holiday,0
myn should of been here today but it didnt turn up hope its here moz x,0
is having some sort of mind blank,0
oops this stop was not calculated still in tennesse,0
well i didn t mention the stale peeps,0
i know mar i saw it in my updates i don t understand are they changing again,0
i miss crist bal renata alysson lucas mohamed oh i wish i could see my friends and my almost not boyfriend everyday,0
i m supposed to be the one who falls in love with cute french ladies,0
wonders how how how,0
i can t believe she s going to be gone in less than hours i m going to miss her,0
is going to have to grab heroes tomorrow,0
no bloody poptarts at the co op i hate random cravings,0
ugh no school pleaseeeee lt,0
has neglected twitter of late i m sorry twitter snifs,0
you ll be there one day,0
well twiter dont work with o just with vodaphone,0
i don t like that day,0
is sick half price sushi from kumo did not agree with me,0
aw don t remind me i love this time of year cos there is so much rugby on but it also means the end of the season is nigh,0
off to the lumberyard,0
thinks the numbing is getting worse and fillings are much worse than i remember does anyone want easter eggs xx,0
i m pretty sure i have a small cold ugh baby germs,0
starting a short lunch break must be short my paper is not as far as it was planned to be at this time of day,0
waiting to go back to my cold lonely student room booo,0
have fun tonight i wish i could gooooo,0
i hope you realize that your website is blocked by china i live in wuhan and have to proxy in to your site,0
me too,0
good f in morning springtime my ass global warming suck it,0
aww chin up hun you can do it,0
cbi is congress bureau of investigation ita a big red question mark on the capability of indian judiciary system,0
my lumiquest softbox iii arrived but all the batteries in my sb are dead,0
thinks i should have rented wheelman,0
off to the office again today going to be a busy day so many things to do,0
eating one of the kids easter eggs oh dear i have no will power,0
